name,price,psf,address,description,bedroom,bathroom,carpark
"Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)","RM2,300,000",(RM 418.18 per sq. ft.),"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Condominium | Corner lot  •  Built-up : 5,500 sq. ft.",5+1,5,6
"Suria Stonor, KLCC","RM4,200,000",(RM 771.78 per sq. ft.),"KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 5,442 sq. ft.  •  Partly furnished",5+1,6,4
"Menara Menjalara, Bandar Manjalara, Bandar Menjalara","RM430,000",(RM 399.63 per sq. ft.),"Bandar Menjalara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,076 sq. ft.  •  Partly furnished",3+1,2,1
"CONTOURS , Taman Melawati","RM3,180,000",(RM 490.97 per sq. ft.),"Taman Melawati, Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 6,477 sq. ft.  •  Partly furnished",5+1,6,5
"Majestic Maxim, Taman Len Seng, Cheras","RM360,000",(RM 553.85 per sq. ft.),"Cheras, Kuala Lumpur",Serviced Residence  •  Built-up : 650 sq. ft.,2,2,1
"SUNWAY SPK HARMONI, Sunway SPK","RM1,300,000",(RM 503.29 per sq. ft.),"Sunway SPK, Kuala Lumpur","Townhouse  •  Built-up : 2,583 sq. ft.  •  Partly furnished",4,4,2
"SUNWAY SPK, DAMANSARA, Sunway SPK","RM2,880,000",(RM 1028.57 per sq. ft.),"Sunway SPK, Kuala Lumpur","2.5-sty Terrace/Link House  •  Built-up : 2,800 sq. ft.  •  Partly furnished",5,4,2
"The Fennel, Sentul Selatan, Sentul","RM720,000",(RM 645.74 per sq. ft.),"Sentul, Kuala Lumpur","Condominium  •  Built-up : 1,115 sq. ft.  •  Partly furnished",2+1,2,1
"The Peak Cheras, Taman Bukit Prima, Lian Seng, Cheras","RM1,200,000",(RM 365.52 per sq. ft.),"Cheras, Kuala Lumpur","2.5-sty Terrace/Link House | Intermediate  •  Built-up : 3,283 sq. ft.  •  Partly furnished",5,5,1
"Stonor 3, KLCC","RM1,480,000",(RM 1201.3 per sq. ft.),"KLCC, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,232 sq. ft.  •  Partly furnished",3,3,2
"The Park Sky Residence, Bukit Jalil","RM880,000",(RM 923.4 per sq. ft.),"Bukit Jalil, Kuala Lumpur",Serviced Residence  •  Built-up : 953 sq. ft.  •  Partly furnished,2,2,1
"WANGSA 9 RESIDENCY, Wangsa Maju","RM1,200,000",(RM 692.44 per sq. ft.),"Wangsa Maju, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,733 sq. ft.  •  Partly furnished",3+1,3,2
"The Nest @ Genting Klang, Setapak","RM510,000",(RM 596.49 per sq. ft.),"Setapak, Kuala Lumpur",Condominium  •  Built-up : 855 sq. ft.  •  Fully furnished,2+1,2,1
"Pelangi Kondominium, Taman Pelangi, Sentul","RM430,000",(RM 339.65 per sq. ft.),"Sentul, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,266 sq. ft.  •  Partly furnished",3,2,1
"Swiss Garden Residences, Bukit Bintang","RM500,000",(RM 909.09 per sq. ft.),"Bukit Bintang, Kuala Lumpur",Serviced Residence  •  Built-up : 550 sq. ft.  •  Fully furnished,1,1,1
"Sentul Village, Sentul","RM430,000",(RM 453.59 per sq. ft.),"Sentul, Kuala Lumpur",Serviced Residence  •  Built-up : 948 sq. ft.  •  Fully furnished,3,2,1
"Jalan Setiakasih, Bukit Damansara, , Damansara Heights","RM4,250,000",(RM 1062.5 per sq. ft.),"Damansara Heights, Kuala Lumpur","Semi-detached House | Corner lot  •  Built-up : 4,000 sq. ft.  •  Partly furnished",5+1,6,2
Taman Tun Dr Ismail,"RM3,600,000",(RM 1200 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","Semi-detached House | Intermediate  •  Built-up : 3,000 sq. ft.  •  Partly furnished",5,3,
Taman Tun Dr Ismail,"RM3,100,000",(RM 968.75 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","Semi-detached House | Intermediate  •  Built-up : 3,200 sq. ft.  •  Partly furnished",5+1,4,
Taman Tun Dr Ismail,"RM3,500,000",(RM 875 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","Semi-detached House  •  Built-up : 4,000 sq. ft.",5,4,
Taman Tun Dr Ismail,"RM4,650,000",(RM 1192.31 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","Bungalow  •  Built-up : 3,900 sq. ft.",5,4,
"TTDI Hills, Taman Tun Dr Ismail","RM7,880,000",(RM 985 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","Bungalow  •  Built-up : 8,000 sq. ft.  •  Partly furnished",5+2,6,
"10 Damansara Heights , Damansara Heights","RM5,500,000",(RM 1037.74 per sq. ft.),"Damansara Heights, Kuala Lumpur","Bungalow  •  Built-up : 5,300 sq. ft.  •  Partly furnished",5+1,6,3
"Taman Desa Jaya, Kepong","RM580,000",(RM 387.7 per sq. ft.),"Kepong, Kuala Lumpur","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,496 sq. ft.",3,2,2
"Safa, Desa Parkcity , Kepong","RM2,600,000",(RM 1153.5 per sq. ft.),"Kepong, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,254 sq. ft.  •  Partly furnished",3+1,3,2
"One Central Park, Desa Parkcity, Desa ParkCity","RM1,950,000",(RM 1085.14 per sq. ft.),"Desa ParkCity, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 1,797 sq. ft.  •  Partly furnished",3+1,3,3
"Setia Sky Seputeh, Seputeh","RM2,800,000",(RM 935.83 per sq. ft.),"Seputeh, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 2,992 sq. ft.  •  Partly furnished",5+1,5,4
"The Northshore Gardens, Desa Parkcity, Desa ParkCity","RM2,500,000",(RM 1009.69 per sq. ft.),"Desa ParkCity, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 2,476 sq. ft.  •  Fully furnished",4+1,5,2
"Casaman, Desa ParkCity","RM5,200,000",(RM 1241.94 per sq. ft.),"Desa ParkCity, Kuala Lumpur","3-sty Terrace/Link House | Corner lot  •  Built-up : 4,187 sq. ft.  •  Fully furnished",4+1,6,3
"Hampton Height Damansara, Country Heights Damansara","RM630,000",(RM 681.82 per sq. ft.),"Country Heights Damansara, Kuala Lumpur",Serviced Residence  •  Built-up : 924 sq. ft.  •  Partly furnished,2+1,2,1
"The Pearl KLCC, KL, KLCC","RM1,755,000",(RM 517.55 per sq. ft.),"KLCC, Kuala Lumpur","Condominium  •  Built-up : 3,391 sq. ft.",3+1,4,
Taman Tun Dr Ismail,"RM4,180,000",(RM 870.83 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","Bungalow  •  Built-up : 4,800 sq. ft.  •  Partly furnished",4+2,4,
"TTDI, Taman Tun Dr Ismail","RM1,650,000",(RM 622.64 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,650 sq. ft.  •  Partly furnished",4,3,
"The Estate, Kampung Kerinchi (Bangsar South)","RM2,700,000",(RM 777.2 per sq. ft.),"Kampung Kerinchi (Bangsar South), Kuala Lumpur","Condominium | Corner lot  •  Built-up : 3,474 sq. ft.",5+2,6,4
"Levenue Desa ParkCity, Desa ParkCity","RM5,500,000",(RM 1447.37 per sq. ft.),"Desa ParkCity, Kuala Lumpur","Semi-detached House | Corner lot  •  Built-up : 3,800 sq. ft.  •  Partly furnished",7+1,7,4
"The Breezeway, Desa ParkCity","RM3,100,000",(RM 965.43 per sq. ft.),"Desa ParkCity, Kuala Lumpur","3-sty Terrace/Link House  •  Built-up : 3,211 sq. ft.  •  Partly furnished",3+1,4,3
"Sunway Vivaldi, Sri Hartamas","RM3,900,000",(RM 1065.57 per sq. ft.),"Sri Hartamas, Kuala Lumpur","Condominium  •  Built-up : 3,660 sq. ft.",4+1,5,3
"Mansions, Desa ParkCity","RM6,500,000",(RM 1000 per sq. ft.),"Desa ParkCity, Kuala Lumpur","3.5-sty Terrace/Link House | Intermediate  •  Built-up : 6,500 sq. ft.  •  Partly furnished",5+2,6,4
"Stonor 3, KLCC","RM1,480,000",(RM 1111.11 per sq. ft.),"KLCC, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,332 sq. ft.  •  Partly furnished",3,3,2
"Laman Bayu, 3sty, Desa Parkcity, Kepong, Kepong","RM3,800,000",(RM 755.77 per sq. ft.),"Kepong, Kuala Lumpur","Bungalow | Intermediate  •  Built-up : 5,028 sq. ft.  •  Partly furnished",6+1,6,4
"The Harmony, Jalan Klang Lama (Old Klang Road)","RM470,000",(RM 454.99 per sq. ft.),"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Condominium  •  Built-up : 1,033 sq. ft.",3,2,2
"Agile Mont Kiara, Mont Kiara","RM980,000",(RM 806.58 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 1,215 sq. ft.  •  Partly furnished",3,2,2
"Quinn Residence, Taman Wangsa Maju, Wangsa Maju","RM397,000",(RM 576.2 per sq. ft.),"Wangsa Maju, Kuala Lumpur",Condominium  •  Built-up : 689 sq. ft.  •  Partly furnished,2,2,1
"Pavilion Hilltop, Mont Kiara","RM1,750,000",(RM 956.28 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 1,830 sq. ft.  •  Fully furnished",4+1,4,2
"TTDI, Taman Tun Dr Ismail","RM1,750,000",(RM 546.88 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 3,200 sq. ft.  •  Partly furnished",4,4,
"Bukit Tunku, Bukit Tunku (Kenny Hills)","RM38,000,000",(RM 2375 per sq. ft.),"Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow  •  Built-up : 16,000 sq. ft.  •  Partly furnished",5+3,8,11
"Stonor 3, KLCC","RM1,080,000",(RM 1232.88 per sq. ft.),"KLCC, Kuala Lumpur",Condominium | Corner lot  •  Built-up : 876 sq. ft.  •  Partly furnished,2,2,2
"Stonor 3, KLCC","RM1,480,000",(RM 1201.3 per sq. ft.),"KLCC, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,232 sq. ft.  •  Partly furnished",3,3,2
"Four Seasons Place, KLCC","RM5,980,000",(RM 2633.2 per sq. ft.),"KLCC, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 2,271 sq. ft.  •  Partly furnished",3+2,4,2
"Star Residences One, KLCC","RM980,000",(RM 1568 per sq. ft.),"KLCC, Kuala Lumpur",Serviced Residence | Corner lot  •  Built-up : 625 sq. ft.  •  Partly furnished,1,1,1
"Twy Duplex Condos, Mont Kiara","RM738,000",(RM 898.9 per sq. ft.),"Mont Kiara, Kuala Lumpur",Condominium  •  Built-up : 821 sq. ft.,2,1,1
"The Breezeway, Desa ParkCity","RM1,799,000",(RM 1098.96 per sq. ft.),"Desa ParkCity, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,637 sq. ft.  •  Partly furnished",3+1,3,2
"EkoCheras, Cheras","RM702,000",(RM 605.17 per sq. ft.),"Cheras, Kuala Lumpur","Serviced Residence | Corner lot  •  Built-up : 1,160 sq. ft.  •  Partly furnished",2,2,2
"Villa Scott, Brickfields","RM530,000",(RM 407.69 per sq. ft.),"Brickfields, Kuala Lumpur","Condominium  •  Built-up : 1,300 sq. ft.  •  Fully furnished",4,3,1
"Agile Mont Kiara, Mont Kiara","RM1,690,000",(RM 818.4 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 2,065 sq. ft.  •  Fully furnished",4+1,4,2
"Taman Desa, Old Klang Road, Mid Valley, Taman Desa","RM1,250,000",(RM 625 per sq. ft.),"Taman Desa, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,000 sq. ft.  •  Partly furnished",4,3,2
"Allevia, Mont Kiara","RM2,370,000",(RM 899.77 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 2,634 sq. ft.  •  Partly furnished",4+2,5,4
Bukit Jalil,"RM5,200,000",(RM 712.33 per sq. ft.),"Bukit Jalil, Kuala Lumpur","Bungalow | Intermediate  •  Built-up : 7,300 sq. ft.  •  Partly furnished",7,7,
"Sunway Montana Taman Melawati, Taman Melawati","RM1,800,000",(RM 500 per sq. ft.),"Taman Melawati, Kuala Lumpur","3-sty Terrace/Link House | Intermediate  •  Built-up : 3,600 sq. ft.  •  Unfurnished",4+1,6,4
"The Ritz-Carlton Residences, KLCC","RM3,978,800",(RM 2800 per sq. ft.),"KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 1,421 sq. ft.  •  Fully furnished",1+1,2,1
"The Ritz-Carlton Residences, KLCC","RM10,000,000",(RM 3378.38 per sq. ft.),"KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 2,960 sq. ft.  •  Fully furnished",4+1,5,4
"The Ritz-Carlton Residences, KLCC","RM3,978,800",(RM 2800 per sq. ft.),"KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 1,421 sq. ft.  •  Fully furnished",1+1,2,1
"The Ritz-Carlton Residences, KLCC","RM10,000,000",(RM 3378.38 per sq. ft.),"KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 2,960 sq. ft.  •  Fully furnished",4+1,5,4
"Stonor 3, KLCC","RM1,188,000",(RM 1363.95 per sq. ft.),"KLCC, Kuala Lumpur",Condominium  •  Built-up : 871 sq. ft.  •  Partly furnished,2,2,1
"Verticas Residensi, Bukit Ceylon, Bukit Bintang","RM2,100,000",(RM 869.57 per sq. ft.),"Bukit Bintang, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 2,415 sq. ft.  •  Partly furnished",4+1,3,2
"One Menerung, Bukit Bandaraya, Bangsar","RM8,280,000",(RM 1586.21 per sq. ft.),"Bangsar, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 5,220 sq. ft.  •  Partly furnished",4+1,5,3
"Bukit Tunku, Bukit Tunku (Kenny Hills)","RM17,000,000",(RM 3400 per sq. ft.),"Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow  •  Built-up : 5,000 sq. ft.  •  Partly furnished",3+2,4,8
"Pavilion, Damansara Heights","RM1,184,652",(RM 1528.58 per sq. ft.),"Damansara Heights, Kuala Lumpur",Serviced Residence  •  Built-up : 775 sq. ft.  •  Partly furnished,1,1,1
Bukit Tunku (Kenny Hills),"RM35,000,000",(RM 1060.61 per sq. ft.),"Bukit Tunku (Kenny Hills), Kuala Lumpur","Bungalow  •  Built-up : 33,000 sq. ft.",8+2,10,18
"The Link 2 Residences, Bukit Jalil","RM820,000",(RM 674.34 per sq. ft.),"Bukit Jalil, Kuala Lumpur","Serviced Residence  •  Built-up : 1,216 sq. ft.",3,2,2
"kemensah, Taman Melawati","RM1,400,000",(RM 424.24 per sq. ft.),"Taman Melawati, Kuala Lumpur","Semi-detached House | Corner lot  •  Built-up : 3,300 sq. ft.",5+1,3,2
"Seksyen 5, Wangsa Maju, Wangsa Maju","RM1,600,000",(RM 410.26 per sq. ft.),"Wangsa Maju, Kuala Lumpur","2-sty Terrace/Link House | Corner lot  •  Built-up : 3,900 sq. ft.  •  Partly furnished",6,4,
"Laman Residen, Taman Residensi, Sri Utara Kipark, Jalan Ipoh","RM1,398,000",(RM 332.86 per sq. ft.),"Jalan Ipoh, Kuala Lumpur","Semi-detached House | Intermediate  •  Built-up : 4,200 sq. ft.  •  Partly furnished",5,5,3
"Jalan J Taman Melawati, Taman Melawati","RM720,000",(RM 336.13 per sq. ft.),"Taman Melawati, Kuala Lumpur","2-sty Terrace/Link House | End lot  •  Built-up : 2,142 sq. ft.",6,3,4
"Taman Maluri, Cheras","RM1,000,000",(RM 454.55 per sq. ft.),"Cheras, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,200 sq. ft.  •  Partly furnished",5+1,3,
Pandan Jaya,"RM550,000",(RM 440 per sq. ft.),"Pandan Jaya, Kuala Lumpur","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,250 sq. ft.",3,2,
"Sunway Mont Residences, Mont Kiara","RM950,000",(RM 846.7 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 1,122 sq. ft.",2,2,2
Taman Tun Dr Ismail,"RM5,500,000",(RM 1054.85 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","Bungalow  •  Built-up : 5,214 sq. ft.",6+2,5,4
"Suasana Sentral Loft, KL Sentral","RM1,150,000",(RM 788.21 per sq. ft.),"KL Sentral, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,459 sq. ft.  •  Fully furnished",2+1,3,2
"ZAABA, Taman Tun Dr Ismail","RM1,300,000",(RM 464.29 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","2-sty Terrace/Link House  •  Built-up : 2,800 sq. ft.  •  Partly furnished",3+1,3,2
"EkoCheras, Cheras","RM650,000",(RM 853.02 per sq. ft.),"Cheras, Kuala Lumpur",Serviced Residence | Intermediate  •  Built-up : 762 sq. ft.  •  Fully furnished,1,2,2
"Pandan Jaya, Taman Bakti, 2 Storey Corner House, Pandan Jaya","RM700,000",(RM 388.89 per sq. ft.),"Pandan Jaya, Kuala Lumpur","2-sty Terrace/Link House | Corner lot  •  Built-up : 1,800 sq. ft.  •  Unfurnished",5,3,
"Colony by Infinitum, Kampung Baru, KL City","RM1,026,979",(RM 1086.75 per sq. ft.),"KL City, Kuala Lumpur",Condominium | Corner lot  •  Built-up : 945 sq. ft.  •  Fully furnished,2,3,1
"KM1 East, Bukit Jalil","RM1,600,000",(RM 791.69 per sq. ft.),"Bukit Jalil, Kuala Lumpur","Condominium  •  Built-up : 2,021 sq. ft.  •  Unfurnished",3+1,4,3
"ZAABA, Taman Tun Dr Ismail","RM1,550,000",(RM 620 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,500 sq. ft.  •  Partly furnished",3+1,3,2
"KM1 West, Bukit Jalil","RM980,000",(RM 734.08 per sq. ft.),"Bukit Jalil, Kuala Lumpur","Condominium  •  Built-up : 1,335 sq. ft.  •  Fully furnished",3+1,3,2
"Endah Puri, Sri Petaling","RM588,000",(RM 381.57 per sq. ft.),"Sri Petaling, Kuala Lumpur","Condominium  •  Built-up : 1,541 sq. ft.  •  Fully furnished",3,4,2
"LRG DATUK SULAIMAN, Taman Tun Dr Ismail","RM1,690,000",(RM 1097.4 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,540 sq. ft.  •  Partly furnished",3+1,3,2
"One Menerung, Bukit Bandaraya, Bangsar","RM4,600,000",(RM 1273.18 per sq. ft.),"Bangsar, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 3,613 sq. ft.  •  Partly furnished",3+1,4,3
"ZAABA, Taman Tun Dr Ismail","RM4,150,000",(RM 1037.5 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","Bungalow  •  Built-up : 4,000 sq. ft.  •  Partly furnished",4+2,4,4
"8th & Stellar, Bandar Baru Sri Petaling, Sri Petaling","RM820,000",(RM 656 per sq. ft.),"Sri Petaling, Kuala Lumpur","Serviced Residence  •  Built-up : 1,250 sq. ft.",3,3,2
"11 Mont Kiara @ MK11, Mont Kiara","RM3,250,000",(RM 871.55 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 3,729 sq. ft.  •  Partly furnished",4+2,5,3
"Lengkok Zaaba Corner Bungalow, Taman Tun Dr Ismail","RM4,650,000",(RM 516.67 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","Bungalow  •  Built-up : 9,000 sq. ft.",5+2,4,3
"Lengkok Zaaba Corner Bungalow, Taman Tun Dr Ismail","RM4,650,000",(RM 516.67 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","Bungalow  •  Built-up : 9,000 sq. ft.",5+2,4,3
"Three28 Tun Razak, KLCC","RM1,050,000",(RM 1147.54 per sq. ft.),"KLCC, Kuala Lumpur",Serviced Residence  •  Built-up : 915 sq. ft.  •  Fully furnished,2,2,1
"BAKI, Taman Tun Dr Ismail","RM1,180,000",(RM 702.38 per sq. ft.),"Taman Tun Dr Ismail, Kuala Lumpur","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,680 sq. ft.  •  Partly furnished",3+1,2,2
"Pinnacle, Sri Petaling","RM595,000",(RM 653.13 per sq. ft.),"Sri Petaling, Kuala Lumpur",Condominium  •  Built-up : 911 sq. ft.,3,3,2
"Pinnacle, Sri Petaling","RM575,000",(RM 650.45 per sq. ft.),"Sri Petaling, Kuala Lumpur",Condominium  •  Built-up : 884 sq. ft.,3,2,2
"Cuepacs, Tmn Suntex, Tmn Ferngrove, Bt.9 Cheras, Cheras","RM1,073,300",(RM 178.05 per sq. ft.),"Cheras, Kuala Lumpur","Bungalow Land  •  Land area : 6,028 sq. ft.",,,
"Mont Kiara Bayu, Mont Kiara","RM650,000",(RM 619.05 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 1,050 sq. ft.",2,2,1
"The Goodwood Residence, Bangsar South, Kampung Kerinchi (Bangsar South)","RM860,000",(RM 726.35 per sq. ft.),"Kampung Kerinchi (Bangsar South), Kuala Lumpur","Condominium  •  Built-up : 1,184 sq. ft.  •  Partly furnished",4,3,2
"Sri Bukit Tunku, Bukit Tunku (Kenny Hills)","RM1,000,000",(RM 606.06 per sq. ft.),"Bukit Tunku (Kenny Hills), Kuala Lumpur","Condominium  •  Built-up : 1,650 sq. ft.  •  Fully furnished",4,3,1
"Sri Menjalara, Bandar Menjalara Taman Bukit Maluri, Bandar Menjalara","RM660,000",(RM 440 per sq. ft.),"Bandar Menjalara, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,500 sq. ft.  •  Partly furnished",4,2,2
"Camellia Serviced Suites, Kampung Kerinchi (Bangsar South)","RM478,000",(RM 749.22 per sq. ft.),"Kampung Kerinchi (Bangsar South), Kuala Lumpur",Serviced Residence  •  Built-up : 638 sq. ft.  •  Fully furnished,1,1,
"The Era, Dutamas","RM790,000",(RM 607.69 per sq. ft.),"Dutamas, Kuala Lumpur","Serviced Residence  •  Built-up : 1,300 sq. ft.",3,3,3
"Cascadium, Bangsar","RM750,000",(RM 961.54 per sq. ft.),"Bangsar, Kuala Lumpur",Condominium  •  Built-up : 780 sq. ft.,1,1,2
"Taman Suntex, Cuepacs, Taman Ferngrove, Cheras, Cheras","RM2,199,500",(RM 571.3 per sq. ft.),"Cheras, Kuala Lumpur","Bungalow  •  Built-up : 3,850 sq. ft.  •  Fully furnished",7+1,4,5
"The Park 2, Bukit Jalil","RM1,700,000",(RM 1119.16 per sq. ft.),"Bukit Jalil, Kuala Lumpur","Serviced Residence  •  Built-up : 1,519 sq. ft.  •  Partly furnished",3+1,3,3
"Core Residence @ TRX, KL City","RM1,200,000",(RM 1923.08 per sq. ft.),"KL City, Kuala Lumpur",Serviced Residence | Intermediate  •  Built-up : 624 sq. ft.,1,1,1
"Ooak Suites @ Kiara 163, Mont Kiara","RM800,000",(RM 1117.32 per sq. ft.),"Mont Kiara, Kuala Lumpur",Serviced Residence  •  Built-up : 716 sq. ft.  •  Fully furnished,1,1,1
"Prima Tiara II, Segambut","RM300,000",(RM 320.51 per sq. ft.),"Segambut, Kuala Lumpur",Apartment  •  Built-up : 936 sq. ft.,3,2,1
"The Estate, Kampung Kerinchi (Bangsar South)","RM2,880,000",(RM 829.02 per sq. ft.),"Kampung Kerinchi (Bangsar South), Kuala Lumpur","Condominium  •  Built-up : 3,474 sq. ft.",5+1,5,4
"10 Mont Kiara @ MK10, Mont Kiara","RM3,280,000",(RM 943.07 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 3,478 sq. ft.  •  Fully furnished",4+1,5,3
